epoch,train_loss,train_rmse,train_mae,train_r2,train_mape,valid_loss,valid_rmse,valid_mae,valid_r2,valid_mape,train_time,model_size_MB
1,354.1259566233938,18.81823466182795,14.586605149628785,0.1767480283307039,32.645184,321.93929280025856,17.942666831192376,13.866140298440422,0.27862696032060164,32.16589,28.045684337615967,47.915531158447266
2,290.7728461084978,17.052062791342316,13.062964567742624,0.3240383155441996,28.975061,314.61392340861573,17.73735958120609,13.653103640381719,0.29504159662393303,31.312609,32.96868395805359,47.915531158447266
3,267.42202756401144,16.35304340527154,12.471452999562725,0.3783146329422664,27.299973,322.02405881210115,17.945028822959262,13.795755158007985,0.2784355023457701,31.169466,80.99824810028076,47.915531158447266
4,249.0510215938371,15.781350452204641,11.998646863003106,0.4210207387252529,25.935856,330.0174745371644,18.166383094938762,13.938235618698766,0.26051836450681964,31.144306,80.1554365158081,47.915531158447266
5,233.42555879166056,15.278270795646689,11.579373865620072,0.4573712237996703,24.778637,337.6006076436647,18.37391101329177,14.06612655478464,0.24352607346299615,31.292475,75.74803614616394,47.915531158447266
